Subject,Epoch,State,Epoch_Index,Window_Index,Time_s,Log10_Delta_Power,Log10_Theta_Power,Log10_Alpha_Power,Log10_Beta_Power,Log10_Gamma_Power
10,10_5,MW,5,5,3.0,-11.234106738616683,-11.702757274829997,-11.970861454910793,-12.54339345210298,-13.098226829472797
10,10_5,MW,5,6,3.5,-10.930583608405898,-11.900652583216802,-12.038611541153221,-12.409650133026972,-13.048136569128177
10,10_5,MW,5,7,4.0,-10.994392655177892,-11.822547023915583,-11.77491126437989,-12.577708636522457,-13.008560081774712
10,10_6,Focus,6,0,0.5,-11.146703814747397,-11.754160183875564,-11.895049674620838,-12.602813898302164,-13.108056474532052
10,10_6,Focus,6,1,1.0,-11.026698266736286,-11.82643279230889,-11.885382443487709,-12.43629165698408,-13.149808648643376
10,10_6,Focus,6,2,1.5,-10.993090993870911,-11.52404033698848,-11.04828445568891,-12.13013233350879,-13.069544288384206
10,10_6,Focus,6,3,2.0,-11.086276816662464,-11.819476687914607,-11.856057359222339,-12.398839900231248,-13.199953592407297
10,10_6,Focus,6,4,2.5,-11.248521180499642,-11.87634080022154,-11.999530105891768,-12.628210807961892,-13.280862699839076
10,10_6,Focus,6,5,3.0,-11.189430574582058,-11.65226612616588,-11.826219179212504,-12.686275659869533,-13.230809562296221
10,10_6,Focus,6,6,3.5,-11.167412174500045,-11.791327758554523,-12.175161651277133,-12.52153914437013,-13.192642742066045
10,10_6,Focus,6,7,4.0,-11.104277821766985,-11.853963622086935,-12.151661205010692,-12.566830410520364,-13.202272591260668
10,10_6,Focus,6,8,4.5,-11.12831057804187,-11.891225970343516,-12.228644985552926,-12.651168377998658,-13.190010231504804
10,10_7,Focus,7,0,0.5,-10.988266519972074,-12.011838469979345,-12.01554876469236,-12.751876467578843,-13.114511692879823
10,10_7,Focus,7,1,1.0,-11.071742483852598,-11.960081296032687,-12.168423225311383,-12.688145072177795,-13.238374482367128
10,10_7,Focus,7,2,1.5,-11.20896492525335,-11.819399160513115,-12.07156766522113,-12.556766376656146,-13.316147642812851
10,10_7,Focus,7,3,2.0,-11.125283665747608,-11.880406699197911,-12.339867619335267,-12.77303339011089,-13.217603299369616
10,10_7,Focus,7,4,2.5,-11.297636645284793,-11.893174888558988,-12.066400793549482,-12.731632411579406,-13.217710537067175
10,10_7,Focus,7,5,3.0,-11.125860151641536,-12.030735751330605,-12.251770086908754,-12.674411332176131,-13.145681826290843
10,10_7,Focus,7,6,3.5,-11.226033646997891,-12.126494422787518,-12.331109768307353,-12.809711177336943,-13.232799828115674
10,10_7,Focus,7,7,4.0,-11.164884359788234,-11.73965017188451,-12.139617334298393,-12.712272851371344,-13.203000031735211
10,10_7,Focus,7,8,4.5,-10.871194626803035,-11.870518940457103,-12.129562593991903,-12.639340056195376,-13.252574941640031
10,10_8,Focus,8,0,0.5,-10.60020877697968,-10.962314235874292,-10.800241107828962,-12.24080289323601,-13.103789807533435
10,10_8,Focus,8,1,1.0,-11.121306355724766,-11.690498094738043,-11.750220136379884,-12.440384737674155,-13.204822626451806
10,10_8,Focus,8,2,1.5,-11.079922918210768,-11.684744726094006,-11.657763558437283,-12.444422954911175,-13.262154102148594
10,10_8,Focus,8,3,2.0,-11.11915741400543,-11.687385479305785,-11.986136144232663,-12.494768950792624,-13.27742899071912
10,10_8,Focus,8,4,2.5,-11.095569271284795,-11.88823702160597,-11.80211553458777,-12.537632160432848,-13.304564980920407
10,10_8,Focus,8,5,3.0,-11.16391502723777,-11.991398465280177,-12.13672739398218,-12.555511569939346,-13.329636767877199
10,10_8,Focus,8,6,3.5,-11.152253823938075,-11.941587256499544,-11.991021881356092,-12.399865051120486,-13.307393454269507
10,10_8,Focus,8,7,4.0,-11.128947139375194,-11.7657606352501,-11.934151005307513,-12.364546891694793,-13.170169315512
10,10_8,Focus,8,8,4.5,-10.949240923684265,-11.747221221528427,-11.972287193940954,-12.529413311272467,-13.272675776528823
10,10_9,Focus,9,0,0.5,-10.992179850865012,-11.680121192373635,-11.146294801686606,-12.352015086613664,-13.152143565288096
10,10_9,Focus,9,1,1.0,-10.86081022712278,-11.118563989956828,-11.0407018878914,-12.299625648851011,-13.117663690328799
10,10_9,Focus,9,2,1.5,-11.132429988431914,-11.546031288533904,-11.308376320477635,-12.23924832660102,-13.300468461270615
10,10_9,Focus,9,3,2.0,-11.01085717950151,-11.46914093646739,-11.971712717968485,-12.538532002459418,-13.28628121607003
10,10_9,Focus,9,4,2.5,-10.964206098043372,-11.419796042983897,-11.802155247817078,-12.304601237619629,-12.65771491851962
10,10_9,Focus,9,5,3.0,-11.11298334044496,-11.739534456414432,-11.736754703611213,-12.519507966592595,-13.161688802096718
10,10_9,Focus,9,6,3.5,-11.2010854416841,-11.735660104310956,-12.058515179956107,-12.764521208949835,-13.229436646520153
10,10_9,Focus,9,7,4.0,-11.007895064360442,-11.830024223630847,-12.003882768947314,-12.495245416651981,-13.212426956154266
10,10_9,Focus,9,8,4.5,-10.92381564953061,-11.605520273095804,-11.644556289299846,-12.290388304542695,-13.207857423009925
10,10_10,Focus,10,0,0.5,-11.017201027149387,-11.758154177605661,-12.24246068499949,-12.664404719998535,-13.10782284770866
10,10_10,Focus,10,1,1.0,-10.748898637721043,-11.959719297350784,-12.191102218033567,-12.837063888581941,-13.222030650035808
10,10_10,Focus,10,2,1.5,-10.994898298118747,-11.826466625437126,-12.112438740743245,-12.716346794213829,-13.240254022844917
10,10_10,Focus,10,3,2.0,-10.952810282942595,-11.702886982190053,-12.127805869552583,-12.86200773555204,-13.12208518625631
10,10_10,Focus,10,4,2.5,-10.889842429925999,-11.811033649720256,-12.375593460693171,-12.793412769208958,-13.096041006534284
10,10_10,Focus,10,5,3.0,-10.970762087047333,-11.884766191380358,-12.243734034592158,-12.8009681915277,-13.130009441872842
10,10_10,Focus,10,6,3.5,-11.183038489394862,-11.988124825284192,-12.333359301197685,-12.805089257943777,-13.234121979663124
10,10_10,Focus,10,7,4.0,-11.16352738470817,-11.989883971796504,-12.443818947838045,-12.771041919741162,-13.144460674348185
10,10_10,Focus,10,8,4.5,-10.948825197957362,-11.761588021027434,-11.783724778336028,-12.443263654421175,-13.25999385916024
10,10_11,Focus,11,0,0.5,-11.18261621764843,-12.073793657240694,-12.231572670844141,-12.707996710766778,-13.263663047562863
10,10_11,Focus,11,1,1.0,-11.296255495795016,-11.84394749220945,-12.320085035944015,-12.76546621947658,-13.369569080848594
10,10_11,Focus,11,2,1.5,-11.160052841067737,-11.856804438298516,-12.244925817517151,-12.675344968327767,-13.274144862618495
10,10_11,Focus,11,3,2.0,-11.367274007284784,-12.001960909273915,-11.91605354883005,-12.745062132674056,-13.240470435006026
10,10_11,Focus,11,4,2.5,-11.079873478582424,-11.600930920056197,-12.138659078062284,-12.82921197536973,-13.353298380536188
10,10_11,Focus,11,5,3.0,-11.315375694072815,-11.763466838429304,-12.04699255452598,-12.818587519878497,-13.335577963234348
10,10_11,Focus,11,6,3.5,-11.373819651173237,-11.999272764339864,-12.208016720881233,-12.75203718622345,-13.263955980134291
10,10_11,Focus,11,7,4.0,-11.080486927689623,-11.976619999213096,-12.243852344661317,-12.701678647096745,-13.230909808957293
10,10_11,Focus,11,8,4.5,-11.104157135974077,-11.91730652855897,-12.248842010425346,-12.57588279561284,-13.306244100673192
10,10_12,Focus,12,0,0.5,-11.01203937544353,-11.89029942907991,-12.034310278794367,-12.578644213812916,-13.086108293185752
10,10_12,Focus,12,1,1.0,-10.939998635988587,-11.947272989957288,-12.072442308077576,-12.612849017946097,-13.275077429821284
10,10_12,Focus,12,2,1.5,-11.129240355927605,-11.865941815263744,-11.99524684313989,-12.438265628522513,-12.793866772466334
10,10_12,Focus,12,3,2.0,-11.130776638656569,-11.809653653110225,-11.943735504728519,-12.642833709702224,-13.08418547606483
10,10_12,Focus,12,4,2.5,-11.120979789962204,-11.73853890465567,-12.137798800932895,-12.580501359517934,-13.238712487342871
10,10_12,Focus,12,5,3.0,-11.190013453127596,-11.874714605659607,-12.285961397355306,-12.672046948851996,-13.287386578554745
10,10_12,Focus,12,6,3.5,-11.117115660807046,-11.855352623092877,-11.902978151867314,-12.469804045789687,-13.176355356767942
10,10_12,Focus,12,7,4.0,-11.182249179725584,-11.822704262621885,-11.838805483675568,-12.515892302305884,-13.193136322358962
10,10_12,Focus,12,8,4.5,-10.804129521745041,-11.888410233792408,-12.258911922587606,-12.681948542754693,-13.177546414356085
10,10_13,Focus,13,0,0.5,-10.848381969969036,-11.076209056442453,-11.096622303951126,-12.119302139700423,-13.231288739059966
10,10_13,Focus,13,1,1.0,-10.948206083099832,-11.464925298156219,-11.900746744813055,-12.503928642107757,-13.169640693586617
10,10_13,Focus,13,2,1.5,-10.827925442464345,-11.68475166662242,-12.116680215207491,-12.55031405534226,-13.189214936744708
10,10_13,Focus,13,3,2.0,-10.932730661667005,-11.83586143057357,-12.125465464348629,-12.570942783287965,-13.221073912142302
10,10_13,Focus,13,4,2.5,-11.104956161318285,-11.769939684601699,-12.065247989854695,-12.600114219229784,-13.151073134437258
10,10_13,Focus,13,5,3.0,-11.010558835592638,-11.980548260541857,-12.03482300785661,-12.662094038985169,-13.136791713067128
10,10_13,Focus,13,6,3.5,-11.076675602937488,-12.058416216244693,-12.076539683973483,-12.594964174823,-13.15291902417022
10,10_13,Focus,13,7,4.0,-10.976379545237261,-11.6370490136114,-12.01695382024138,-12.677547911703678,-13.156881365408323
10,10_13,Focus,13,8,4.5,-10.958135550061815,-12.105128300917578,-12.35408354766005,-12.540218844517861,-13.094921133130441
10,10_14,MW,14,0,0.5,-11.074140605365857,-11.958087074722204,-12.117146592808565,-12.5476623151121,-13.206178510527128
10,10_14,MW,14,1,1.0,-11.186771019262078,-12.055941158018477,-11.528401967308902,-12.678374949158734,-13.20584604049366
10,10_14,MW,14,2,1.5,-11.243773893513081,-11.963269712694037,-11.587847082573619,-12.364765365903736,-12.65411073482046
10,10_14,MW,14,3,2.0,-11.251948904637027,-11.987511992043853,-12.14692911781882,-12.673601117084463,-13.148970203491594
10,10_14,MW,14,4,2.5,-11.382268197229909,-11.878404393376641,-12.049742791828018,-12.496724944443805,-13.141419223664407
10,10_14,MW,14,5,3.0,-11.098263280837944,-12.064737754840188,-12.42142129510423,-12.660304195881858,-13.267691109945291
10,10_14,MW,14,6,3.5,-11.354396384821472,-12.063221874595078,-12.544282418971132,-12.628271611298073,-13.252975449940413
10,10_14,MW,14,7,4.0,-11.173337101448938,-11.918654799877618,-11.63865250486574,-12.371479140145727,-13.250707240636425
10,10_15,MW,15,0,0.5,-10.739336483147007,-11.676742922821719,-11.746881847853539,-12.417456183072916,-13.125948780223803
10,10_15,MW,15,1,1.0,-10.647367230663646,-11.809451053383436,-12.00325498060595,-12.541838040108933,-13.333868024349915
10,10_15,MW,15,2,1.5,-10.773545280195922,-11.678503976059893,-12.0567618112298,-12.619750292440315,-13.336790533282372
10,10_15,MW,15,3,2.0,-11.116839364294522,-11.823881643619938,-11.54059687784559,-12.484870249121256,-13.226833129969078
10,10_15,MW,15,4,2.5,-10.91848420876649,-11.768029151842077,-11.808398325775256,-12.36377279836742,-13.270629250914176
10,10_15,MW,15,5,3.0,-10.996153628618266,-11.901145511652903,-12.271201150991509,-12.582675413783894,-13.239602878225147
10,10_15,MW,15,6,3.5,-10.89953122859686,-11.916544671863129,-11.733197939628392,-12.333067265133572,-13.20492544956804
10,10_15,MW,15,7,4.0,-11.102155226001553,-11.79221299490149,-12.21343670434896,-12.463384719501558,-13.08498689687355
10,10_16,Focus,16,0,0.5,-11.206137074797642,-11.790539636733689,-12.16063086076624,-12.776321357136954,-13.263918775300732
10,10_16,Focus,16,1,1.0,-10.763980204298088,-11.777204391974744,-12.288782190545973,-12.794262928686416,-13.297341709146025
10,10_16,Focus,16,2,1.5,-11.044965856355805,-11.809933344789716,-11.98146229245489,-12.378512882007415,-13.086231046638131
10,10_16,Focus,16,3,2.0,-10.80131962709121,-11.739786574632049,-12.05331442418083,-12.394937100821547,-13.15785287236198
10,10_16,Focus,16,4,2.5,-10.87820929079356,-11.953635532512221,-11.979220322379122,-12.498633644043228,-13.155083121219405
10,10_16,Focus,16,5,3.0,-11.069482539776557,-11.790041965551808,-11.998849313929027,-12.532363444462103,-13.165765052852462
10,10_16,Focus,16,6,3.5,-10.809337651934108,-11.523529007998018,-11.33357934695471,-12.225174427053128,-13.193334388242752
10,10_16,Focus,16,7,4.0,-10.784079728780721,-11.608559064926734,-11.867071934636304,-12.531768587447823,-13.219121809946982
10,10_16,Focus,16,8,4.5,-11.201366021706157,-11.739370539805753,-11.832498751116507,-12.55059853337315,-13.342442287881633
10,10_17,MW,17,0,0.5,-10.66335017804671,-12.174505830500157,-12.107481063959037,-12.474954002972325,-13.272819393402335
10,10_17,MW,17,1,1.0,-10.822743221359657,-11.79866166298918,-12.08267029618659,-12.55435269898007,-13.181114297025843
10,10_17,MW,17,2,1.5,-11.421519244280018,-11.875586292942367,-12.120683478165923,-12.763641992407369,-13.249079047133723
10,10_17,MW,17,3,2.0,-11.085844269983625,-12.085070346263976,-12.346300101323873,-12.64061399184764,-13.18417519060259
10,10_17,MW,17,4,2.5,-10.890573041541362,-11.924433131695608,-12.293454557927326,-12.719858237980587,-13.234360933511766
10,10_17,MW,17,5,3.0,-10.898312290901666,-11.854843519892107,-12.158593460094002,-12.746497904486944,-13.333947978989457
10,10_17,MW,17,6,3.5,-10.907340803452515,-12.14851275852139,-12.172486813828522,-12.607152864951331,-13.387633842085604
10,10_17,MW,17,7,4.0,-11.327426211078741,-11.856248052222314,-12.205772476059629,-12.448998305012458,-12.880721569916707
10,10_18,Focus,18,0,0.5,-11.175785103420397,-11.94100434463663,-12.103254809875498,-12.839689731924631,-13.316480046947973
10,10_18,Focus,18,1,1.0,-11.239553034968335,-11.823049139613591,-12.240712522460978,-12.816488250742918,-13.25850635503422
10,10_18,Focus,18,2,1.5,-11.225146654667475,-11.730966805188071,-12.403715280840034,-12.86231644963591,-13.31668720183526
10,10_18,Focus,18,3,2.0,-11.347794194969262,-11.83026673632462,-12.267691638555538,-12.753484837615408,-13.137286883145968
10,10_18,Focus,18,4,2.5,-11.382094752485001,-11.806083104043587,-12.340446767384853,-12.789090207747487,-13.403868728186719
10,10_18,Focus,18,5,3.0,-10.824311418670506,-11.819722794480725,-12.461737863124243,-12.837310890402682,-13.36675312980993
10,10_18,Focus,18,6,3.5,-11.082502294951636,-11.85915953229538,-12.184767847773678,-12.703808010097527,-13.270417916308551
10,10_18,Focus,18,7,4.0,-10.940398166343938,-11.919446252288997,-12.403914367437986,-12.810811802075472,-13.310155234048677
10,10_18,Focus,18,8,4.5,-10.939819166249618,-11.573767396558846,-12.32408667001595,-12.728369557673881,-13.128207283656996
10,10_19,MW,19,0,0.5,-11.14444243334854,-11.927765381451534,-12.180400083594119,-12.452492198209763,-13.191329817363362
10,10_19,MW,19,1,1.0,-11.008805118566421,-12.046639417100298,-12.42296083205636,-12.588881112886492,-13.225653701222777
10,10_19,MW,19,2,1.5,-11.16895198358367,-11.754982043150362,-12.093554958181718,-12.429638107118638,-13.211366651245628
10,10_19,MW,19,3,2.0,-11.186241081553101,-11.819037232644689,-11.541292533910449,-12.39099429968147,-13.174589673904539
10,10_19,MW,19,4,2.5,-10.97604553743661,-11.705220311408826,-12.10208625652037,-12.522745438823117,-13.056987787216515
10,10_19,MW,19,5,3.0,-11.153585607742974,-11.916470485794916,-12.277125293676974,-12.703920609219388,-13.258923680253147
10,10_19,MW,19,6,3.5,-11.030265620749171,-11.858750282612252,-12.141023691610819,-12.69988369667779,-13.206895962339772
10,10_19,MW,19,7,4.0,-11.017526269835798,-12.134067495947516,-12.304725381888884,-12.690189538318464,-13.272195616362517
10,10_20,Focus,20,0,0.5,-11.063802003613208,-12.033017660426767,-11.838430821348815,-12.608109904299605,-13.296116831025135
10,10_20,Focus,20,1,1.0,-11.027180753743057,-11.981803317437743,-12.083175075890303,-12.507880491488093,-13.272392952173032
10,10_20,Focus,20,2,1.5,-11.226292659107411,-12.005358022317584,-12.384962880083325,-12.439913732993842,-13.292462943893204
10,10_20,Focus,20,3,2.0,-11.10894829443141,-11.867768637813663,-11.651273245172291,-12.411893739367947,-13.346495834836121
10,10_20,Focus,20,4,2.5,-10.843418648912847,-11.920162480663823,-11.945655392050632,-12.553765915036976,-13.32845310515904
10,10_20,Focus,20,5,3.0,-11.167357418492276,-11.80125661968105,-12.089498721458472,-12.667420466986494,-13.237359595467565
10,10_20,Focus,20,6,3.5,-10.937120412474592,-11.674004033753144,-11.234711944770433,-12.361455115885594,-13.286118024012136
10,10_20,Focus,20,7,4.0,-11.26444845226274,-11.830812318882888,-11.599484221710624,-12.492255614974752,-13.241912247025725
10,10_20,Focus,20,8,4.5,-10.95730110139438,-11.989047771700056,-12.238520260509517,-12.400698496955126,-13.198853332746348
10,10_21,Focus,21,0,0.5,-11.086094822274669,-11.988379475024503,-12.147937358642881,-12.523309520517937,-13.017749930193999
10,10_21,Focus,21,1,1.0,-10.88459264953566,-11.851006027510007,-11.444597482540741,-12.271359562201258,-13.163587809779099
10,10_21,Focus,21,2,1.5,-11.083976187995528,-11.502605595872838,-11.587981817440848,-12.420772092346342,-13.14065575921839
10,10_21,Focus,21,3,2.0,-11.118898653804386,-11.85296957461364,-12.241174716870875,-12.5505000870624,-13.234096752995793
10,10_21,Focus,21,4,2.5,-11.18072193828948,-11.95278871295987,-11.723285949384458,-12.478419176875915,-13.147830900712071
10,10_21,Focus,21,5,3.0,-11.06624059172092,-11.950893225619305,-12.059324237166514,-12.617985432677298,-13.16752274360858
10,10_21,Focus,21,6,3.5,-11.297377822524455,-12.135344867425276,-12.304318097629986,-12.660687553034215,-13.162502400584996
10,10_21,Focus,21,7,4.0,-11.265807069132798,-11.884243916014128,-12.195589762388256,-12.67759207561417,-13.273929606932024
10,10_21,Focus,21,8,4.5,-11.03574871974659,-11.766441303912604,-11.770013641565455,-12.590470101875876,-13.10261629776205
10,10_22,Focus,22,0,0.5,-10.944715974552766,-11.650940962989301,-11.846837192825902,-12.313496582365973,-12.634405313274593
10,10_22,Focus,22,1,1.0,-11.113285798945103,-11.840350594496206,-11.923143531822204,-12.645788059302069,-13.304568761388106
10,10_22,Focus,22,2,1.5,-10.835663408516687,-11.749592137453073,-12.083752207210557,-12.734273839060961,-13.325705118482972
10,10_22,Focus,22,3,2.0,-10.605542970081746,-11.831065872193076,-12.429076088788833,-12.820616775112237,-13.127640068076541
10,10_22,Focus,22,4,2.5,-10.923149490821737,-11.913516416641649,-12.177740440597738,-12.683596688029265,-13.287763724814669
10,10_22,Focus,22,5,3.0,-11.100800749487004,-11.92150666626504,-11.8418379760274,-12.410278932245731,-13.356022988385478
10,10_22,Focus,22,6,3.5,-11.13305167179464,-11.683688755051946,-12.171455174756057,-12.568631269542596,-13.329973192858898
10,10_22,Focus,22,7,4.0,-10.888846415551612,-12.134801309627273,-12.34634015978245,-12.703763152095135,-13.243668663292887
10,10_22,Focus,22,8,4.5,-11.156503873187427,-12.00382780095705,-12.440459143379023,-12.64680782623141,-13.28439118822579
10,10_23,Focus,23,0,0.5,-11.003622073045783,-11.842648532635344,-11.926602462961885,-12.731604852582494,-13.206544435100158
10,10_23,Focus,23,1,1.0,-11.188394480014102,-11.827810302078854,-12.201842325273844,-12.707399883636738,-13.20375506041075
10,10_23,Focus,23,2,1.5,-11.12851132623543,-11.898865607858363,-12.110552247571373,-12.571852984250114,-13.26409319588131
10,10_23,Focus,23,3,2.0,-11.014721799351248,-11.876404037595252,-11.973707038444996,-12.58702253772426,-13.257538554258195
10,10_23,Focus,23,4,2.5,-10.961177617997462,-11.932504024348837,-12.122217545338433,-12.71549591390388,-13.167934299373004
10,10_23,Focus,23,5,3.0,-11.242887599240682,-11.98242418891906,-12.170176059325726,-12.674483623240482,-13.267182676225064
10,10_23,Focus,23,6,3.5,-11.113245534459171,-11.881581951952084,-11.799616401717522,-12.65447496764286,-13.328322563835489
10,10_23,Focus,23,7,4.0,-10.951633821922963,-11.830765084551864,-11.803657133572536,-12.619350706815247,-13.229781638877867
10,10_23,Focus,23,8,4.5,-11.182181467552624,-11.870450531584408,-12.108298598445279,-12.58323464552472,-13.27357759190191
10,10_24,Focus,24,0,0.5,-10.973291361923621,-12.04778361687275,-12.512871990301816,-12.751974886167945,-13.442341724287921
10,10_24,Focus,24,1,1.0,-11.185661171696994,-11.742404483843433,-12.283896430960832,-12.810321444667698,-13.22974286635522
10,10_24,Focus,24,2,1.5,-11.08854817656222,-11.711347749642211,-12.074204979365456,-12.676119552218744,-13.317969707909532
10,10_24,Focus,24,3,2.0,-11.167050522455396,-11.904871181384914,-12.283641727479285,-12.656826263094018,-13.276805644987164
10,10_24,Focus,24,4,2.5,-11.066939205282402,-11.82841999623295,-12.105004501320979,-12.413216136293729,-13.229603531656807
10,10_24,Focus,24,5,3.0,-10.988430879629318,-11.539798831712577,-11.822734926837484,-12.415074025691972,-13.270384434956874
10,10_24,Focus,24,6,3.5,-11.188399780518525,-11.936189307240628,-11.875846889238577,-12.628329806503153,-13.129349708149732
10,10_24,Focus,24,7,4.0,-11.133165015872683,-12.033094273459911,-12.488595802820173,-12.862697534866202,-13.175693349124941
