Subject,Epoch,State,Epoch_Index,Window_Index,Time_s,Log10_Delta_Power,Log10_Theta_Power,Log10_Alpha_Power,Log10_Beta_Power,Log10_Gamma_Power
10,10_4,MW,4,7,4.0,-11.320381404127131,-11.949701677535959,-11.833447992071626,-12.553184390311678,-13.13966121367532
10,10_5,MW,5,0,0.5,-11.157755716556974,-11.926193186326493,-11.957441789802337,-12.678649500405312,-13.083714264309583
10,10_5,MW,5,1,1.0,-11.016555820431076,-11.762690171040198,-12.30652584319032,-12.783513181759684,-13.239551813379936
10,10_5,MW,5,2,1.5,-11.049118778357458,-11.78561480802338,-12.178671006763294,-12.70759068149935,-13.10597913139872
10,10_5,MW,5,3,2.0,-11.138160092819692,-11.917026646359169,-12.14258174362128,-12.207205364654264,-13.128364072869829
10,10_5,MW,5,4,2.5,-11.367458529860151,-11.784198722471995,-11.68065741923675,-12.431566984268024,-13.010821354042344
10,10_5,MW,5,5,3.0,-11.310023530077402,-11.682712882635718,-11.874988125011493,-12.540757540030352,-13.050742087244917
10,10_5,MW,5,6,3.5,-10.995940193521244,-11.865504383678564,-11.887810711869218,-12.469384602081915,-13.051284526008336
10,10_5,MW,5,7,4.0,-11.116035626866562,-11.796807221762048,-11.667627681842,-12.600623639271708,-12.991413789841737
10,10_6,Focus,6,0,0.5,-11.173176504622633,-11.686178418981724,-11.863195953959355,-12.618411652282933,-13.092271369437402
10,10_6,Focus,6,1,1.0,-11.057609565356573,-11.808218671377146,-11.872880849482717,-12.479944701600056,-13.096324807346788
10,10_6,Focus,6,2,1.5,-11.033586603826754,-11.472768169722231,-11.002705523995226,-12.167578641280851,-13.039988693489292
10,10_6,Focus,6,3,2.0,-11.121839984822136,-11.783870403234173,-11.768444037817881,-12.467660019597657,-13.105610176541948
10,10_6,Focus,6,4,2.5,-11.34722531302093,-11.841347322791663,-11.962749043368134,-12.650638715110356,-13.236792937625035
10,10_6,Focus,6,5,3.0,-11.230756401515967,-11.613099346025097,-11.741197480692733,-12.722777532333938,-13.180582727083824
10,10_6,Focus,6,6,3.5,-11.220121949841433,-11.768587212169411,-12.038075493219289,-12.560787283398255,-13.137345632612112
10,10_6,Focus,6,7,4.0,-11.151475218827617,-11.823429831575881,-12.127535907241558,-12.526753845964647,-13.180721722695397
10,10_6,Focus,6,8,4.5,-11.29908458790043,-11.86661737795598,-12.170758257377505,-12.630517465108369,-13.123892416476188
10,10_7,Focus,7,0,0.5,-11.099397262333135,-11.942510824758896,-11.968232774536526,-12.751529941359717,-13.090754041106107
10,10_7,Focus,7,1,1.0,-11.127935695075887,-11.95953589252345,-12.124717950304904,-12.714305464586742,-13.220077470479158
10,10_7,Focus,7,2,1.5,-11.230374945267945,-11.783851725485032,-11.994342248453389,-12.544152017325578,-13.286720854438302
10,10_7,Focus,7,3,2.0,-11.124265074570662,-11.815509509275035,-12.271389548505612,-12.754696762552609,-13.210262683577534
10,10_7,Focus,7,4,2.5,-11.378076504402767,-11.855593937016684,-12.046987389812871,-12.716817331644261,-13.210680239023937
10,10_7,Focus,7,5,3.0,-11.16574692089718,-11.978555981079205,-12.24455765276387,-12.683047479100892,-13.130508697619375
10,10_7,Focus,7,6,3.5,-11.17358768828198,-12.076044055031451,-12.251441227203944,-12.797629451029943,-13.201971781868602
10,10_7,Focus,7,7,4.0,-11.14702260679429,-11.732575743726567,-12.128785321122887,-12.755612462845146,-13.211066029210489
10,10_7,Focus,7,8,4.5,-11.075792235604625,-11.806187575935294,-12.105549138820976,-12.679348223432145,-13.245930450876841
10,10_8,Focus,8,0,0.5,-10.634352062277612,-10.943931314830339,-10.722714665754319,-12.238321234723674,-13.073848079770286
10,10_8,Focus,8,1,1.0,-11.13496880235054,-11.56824021575276,-11.664931803660805,-12.434338189252054,-13.185080432739927
10,10_8,Focus,8,2,1.5,-11.098535104518069,-11.646672230270928,-11.606425896005481,-12.412196526694583,-13.289392772220213
10,10_8,Focus,8,3,2.0,-11.197390362152836,-11.673623010806022,-11.875064480033988,-12.489079203049888,-13.261154152620414
10,10_8,Focus,8,4,2.5,-11.078996975508238,-11.869698967560126,-11.721964616122317,-12.507643793826535,-13.298248326163948
10,10_8,Focus,8,5,3.0,-11.174492429614599,-11.961353448273627,-12.001397928539705,-12.619115399010903,-13.321784479900801
10,10_8,Focus,8,6,3.5,-11.19776615439555,-11.922929746537525,-11.95521084130535,-12.467852566945943,-13.281277981202626
10,10_8,Focus,8,7,4.0,-11.181719407014642,-11.721886282272845,-11.864567558062468,-12.382051037647233,-13.171088509944179
10,10_8,Focus,8,8,4.5,-11.12817268276285,-11.711083259139599,-11.85864464321171,-12.513200148195008,-13.232506459312624
10,10_9,Focus,9,0,0.5,-11.018978029318584,-11.618161032637383,-11.110457068227207,-12.398026472977314,-13.14555797922981
10,10_9,Focus,9,1,1.0,-10.960693536266819,-11.043304528854017,-10.942654448186342,-12.292474536759583,-13.123862326952839
10,10_9,Focus,9,2,1.5,-11.195931174692515,-11.439464781866498,-11.249800978762677,-12.261598978969038,-13.284916795514745
10,10_9,Focus,9,3,2.0,-11.080506975589264,-11.460464714971796,-11.87644583212682,-12.539163267390967,-13.257562730730768
10,10_9,Focus,9,4,2.5,-11.034051304530921,-11.400778433444941,-11.712941056431625,-12.358731353124506,-12.666058804554392
10,10_9,Focus,9,5,3.0,-11.107355303811389,-11.690496122064758,-11.609906837380953,-12.493700548526538,-13.10546056033265
10,10_9,Focus,9,6,3.5,-11.230971107102336,-11.722927580703608,-12.000117688697436,-12.762423236329898,-13.206838693551754
10,10_9,Focus,9,7,4.0,-11.11983889143606,-11.807444457065523,-11.86772578397292,-12.472006548218673,-13.179815474507228
10,10_9,Focus,9,8,4.5,-11.131788444807768,-11.58108178357607,-11.56863994433448,-12.30656265622274,-13.206262183222789
10,10_10,Focus,10,0,0.5,-11.128488742330424,-11.63224047795011,-12.13915990122736,-12.651971568286072,-13.107167386798903
10,10_10,Focus,10,1,1.0,-10.872227413220031,-11.943844139877614,-12.177565625281089,-12.804330773351458,-13.203409920695645
10,10_10,Focus,10,2,1.5,-10.995341127791114,-11.739969091920122,-12.049755794681118,-12.688097607680394,-13.225696228296801
10,10_10,Focus,10,3,2.0,-11.011559260458709,-11.624936721634478,-12.04213357218492,-12.857172302348653,-13.099689226191128
10,10_10,Focus,10,4,2.5,-11.100908953327364,-11.803267392755144,-12.361802287448155,-12.750503173702814,-13.1154863655686
10,10_10,Focus,10,5,3.0,-11.095185035977734,-11.830357482462036,-12.168785287365745,-12.741758081172017,-13.074054941871639
10,10_10,Focus,10,6,3.5,-11.215903741882025,-11.912009603220534,-12.319972129454406,-12.80965912858168,-13.218648619280861
10,10_10,Focus,10,7,4.0,-11.226076912175692,-11.993656960713057,-12.432397910294801,-12.731580001338896,-13.132095343889032
10,10_10,Focus,10,8,4.5,-11.094093277413432,-11.723904803435293,-11.642204411347663,-12.566369508806666,-13.25841959658409
10,10_11,Focus,11,0,0.5,-11.211356068975164,-11.960228773941907,-12.18465262043534,-12.69078236951527,-13.261215577909217
10,10_11,Focus,11,1,1.0,-11.251395186801894,-11.83101533922381,-12.300383367883729,-12.766276604609045,-13.364794765308947
10,10_11,Focus,11,2,1.5,-11.208341763237073,-11.830405000358304,-12.234311631763802,-12.73483388561097,-13.283444473153153
10,10_11,Focus,11,3,2.0,-11.415850675575038,-11.906415238557292,-11.883850817207684,-12.645918254676628,-13.228256925910829
10,10_11,Focus,11,4,2.5,-11.1640612349643,-11.560608087959716,-12.089650248512688,-12.849318275947454,-13.35582127605873
10,10_11,Focus,11,5,3.0,-11.39640537360936,-11.75959076506045,-11.941696539994865,-12.765708234494616,-13.25647153915647
10,10_11,Focus,11,6,3.5,-11.315735458801083,-11.946959889508893,-12.189812383734411,-12.723961921812476,-13.257498470224174
10,10_11,Focus,11,7,4.0,-11.126262008580422,-11.898940233188691,-12.237458939995134,-12.776319632763434,-13.241054241612142
10,10_11,Focus,11,8,4.5,-11.211595265332198,-11.899537546259218,-12.203710211650561,-12.569040143686053,-13.304625646282119
10,10_12,Focus,12,0,0.5,-11.11017701012231,-11.871232288032841,-11.917221940652853,-12.558642871507063,-13.065175300294998
10,10_12,Focus,12,1,1.0,-11.08295885916738,-11.921441894377905,-11.999310837580797,-12.5566730521788,-13.253662842297736
10,10_12,Focus,12,2,1.5,-11.1298092110694,-11.7273121368934,-11.899180338158331,-12.411933155194479,-12.823257485323088
10,10_12,Focus,12,3,2.0,-11.24247516612063,-11.785454962320152,-11.89712157377884,-12.598326670000953,-13.054923474236164
10,10_12,Focus,12,4,2.5,-11.143624464132913,-11.715072125713833,-12.050932258626084,-12.619142134263761,-13.223765792741567
10,10_12,Focus,12,5,3.0,-11.213570276522937,-11.863644889778687,-12.21283179444543,-12.70887590027548,-13.258657142138913
10,10_12,Focus,12,6,3.5,-11.149734615813031,-11.776220495402079,-11.841716505179356,-12.463473127310916,-13.182521536881135
10,10_12,Focus,12,7,4.0,-11.14266970911007,-11.759396459790818,-11.806574875697956,-12.53218329237409,-13.165871778827139
10,10_12,Focus,12,8,4.5,-10.88067815035628,-11.80573507104527,-12.2181267072127,-12.67090400913037,-13.15002973345489
10,10_13,Focus,13,0,0.5,-10.939941387746991,-11.068677714502178,-11.055911871601316,-12.038806671534338,-13.219552319429067
10,10_13,Focus,13,1,1.0,-11.026088776806336,-11.460565080009108,-11.788305587693966,-12.462796352242913,-13.138084490541054
10,10_13,Focus,13,2,1.5,-10.968532944498346,-11.657926931704289,-12.006115573334123,-12.575992653446958,-13.182950971799055
10,10_13,Focus,13,3,2.0,-11.011558963153007,-11.810510396866702,-12.108452379477253,-12.535936939685083,-13.17084495044226
10,10_13,Focus,13,4,2.5,-11.14704396778191,-11.724435571465738,-12.047902700069125,-12.616930880444023,-13.13054215023425
10,10_13,Focus,13,5,3.0,-11.060881908354329,-11.905423099728903,-11.990760634142122,-12.702841722411526,-13.112868654330041
10,10_13,Focus,13,6,3.5,-11.120669038324614,-11.971910920511045,-12.020002440250108,-12.568882703122227,-13.12622285156369
10,10_13,Focus,13,7,4.0,-11.037663070610646,-11.607181141242291,-11.913431793952066,-12.703634101975304,-13.122771025874137
10,10_13,Focus,13,8,4.5,-11.012606925567882,-12.088735906293866,-12.346524775655043,-12.525821215268254,-13.101101591330552
10,10_14,MW,14,0,0.5,-11.096807560240617,-11.899278424935828,-12.027215358869888,-12.546078365713496,-13.18879693051087
10,10_14,MW,14,1,1.0,-11.182538039181168,-12.013161575067096,-11.460262974846513,-12.651841060236128,-13.191255095976002
10,10_14,MW,14,2,1.5,-11.297377482680432,-11.950592176802282,-11.558087107346342,-12.318909200730662,-12.674890952361332
10,10_14,MW,14,3,2.0,-11.384546049643362,-11.951466389665313,-12.109999634088314,-12.648335316437214,-13.14242748534707
10,10_14,MW,14,4,2.5,-11.489206360601393,-11.836264618981586,-12.026178069636085,-12.516342249181845,-13.087691172997012
10,10_14,MW,14,5,3.0,-11.268172175952968,-11.973895511071937,-12.346898940314674,-12.65461200982767,-13.295789953054436
10,10_14,MW,14,6,3.5,-11.42345619307039,-12.044333317597605,-12.530707833436475,-12.555722880334969,-13.253963122908019
10,10_14,MW,14,7,4.0,-11.183647879855647,-11.916663873810563,-11.497084567745617,-12.385380886941357,-13.19748267617903
10,10_15,MW,15,0,0.5,-10.827446316869468,-11.619457864124955,-11.67060409760006,-12.388802711575543,-13.122576595692847
10,10_15,MW,15,1,1.0,-10.704008152577865,-11.787414172267937,-11.956375615520109,-12.499176911751714,-13.2794205335039
10,10_15,MW,15,2,1.5,-10.902489654444823,-11.651022113786006,-11.998563417439907,-12.62401553012411,-13.275996266914275
10,10_15,MW,15,3,2.0,-11.226238201068455,-11.802620157894134,-11.509641553454303,-12.452576933928805,-13.208672330514002
10,10_15,MW,15,4,2.5,-11.181298046224489,-11.751664001107866,-11.78955004246104,-12.419672855434344,-13.214985973467515
10,10_15,MW,15,5,3.0,-11.005141954206676,-11.849606694337332,-12.249359089375195,-12.53855289754491,-13.135007563616163
10,10_15,MW,15,6,3.5,-10.88593172394386,-11.879978231577072,-11.717281827110746,-12.331972381548864,-13.184711876009866
10,10_15,MW,15,7,4.0,-11.255826260739438,-11.784994860656438,-12.180776128568647,-12.493379743051248,-13.058233716226301
10,10_16,Focus,16,0,0.5,-11.28936690307055,-11.77929757083769,-12.102717563484271,-12.795694411438472,-13.22323085068655
10,10_16,Focus,16,1,1.0,-10.842463346741557,-11.638841002648485,-12.237042750822532,-12.751069666376985,-13.24196547433802
10,10_16,Focus,16,2,1.5,-11.044736648617121,-11.77870330974468,-11.970279415210568,-12.405201412183416,-13.067433168288138
10,10_16,Focus,16,3,2.0,-10.921018658405519,-11.663945242657594,-11.99870414163983,-12.383843046702308,-13.103844445771536
10,10_16,Focus,16,4,2.5,-10.991740242774025,-11.935021669796903,-11.895440559221834,-12.517521402385281,-13.137858310745841
10,10_16,Focus,16,5,3.0,-11.140216440358143,-11.768645542653625,-11.978842937532137,-12.494986907630068,-13.154025122002047
10,10_16,Focus,16,6,3.5,-10.86072537363768,-11.468122664521086,-11.223419499639158,-12.231208124540352,-13.172217787298758
10,10_16,Focus,16,7,4.0,-10.815946557806656,-11.577084953312061,-11.790606397305691,-12.496070390449713,-13.200097904252912
10,10_16,Focus,16,8,4.5,-11.354482289239535,-11.70773941540289,-11.72156332961979,-12.570881833198586,-13.340882666837242
10,10_17,MW,17,0,0.5,-10.776046948335802,-12.099041240195241,-12.020964428417257,-12.48624014123072,-13.254390219387354
10,10_17,MW,17,1,1.0,-11.012545912191909,-11.778839257793171,-12.039246773591918,-12.537441715544741,-13.179468893208192
10,10_17,MW,17,2,1.5,-11.417981062231787,-11.699384091165323,-12.065354997804977,-12.760064657966801,-13.141721711789941
10,10_17,MW,17,3,2.0,-11.103417513836998,-12.025109192838194,-12.297133953057081,-12.590150829758805,-13.103822953368027
10,10_17,MW,17,4,2.5,-10.921764252046955,-11.891525659518289,-12.241893291387496,-12.689544172139062,-13.202932752984296
10,10_17,MW,17,5,3.0,-10.909998251968942,-11.845874143834369,-12.071967763374566,-12.725785129366205,-13.30770707839084
10,10_17,MW,17,6,3.5,-10.909930251351664,-12.04645227547281,-12.073483130051843,-12.588450233769787,-13.380660989839884
10,10_17,MW,17,7,4.0,-11.327347720552122,-11.80482952985288,-12.151248233372598,-12.443416649444615,-12.895260687897942
10,10_18,Focus,18,0,0.5,-11.219462974273451,-11.840926006792783,-12.066129727450019,-12.813622086856615,-13.293716520008374
10,10_18,Focus,18,1,1.0,-11.286973568051259,-11.76085184654432,-12.207012846855159,-12.813113693574342,-13.244849111681642
10,10_18,Focus,18,2,1.5,-11.297850959330244,-11.68636435005827,-12.26600850224264,-12.842639209542243,-13.31052700246313
10,10_18,Focus,18,3,2.0,-11.313387747139998,-11.799202612672227,-12.22437838701005,-12.791255434924206,-13.127735858929444
10,10_18,Focus,18,4,2.5,-11.331172537533444,-11.702702835526932,-12.327642197808764,-12.742573218907058,-13.35884756872101
10,10_18,Focus,18,5,3.0,-10.903352945923379,-11.796215716531867,-12.441341004552449,-12.823623829113055,-13.357316973065121
10,10_18,Focus,18,6,3.5,-11.108952220356695,-11.83054185516122,-12.148508969993381,-12.672401197997388,-13.253878755763703
10,10_18,Focus,18,7,4.0,-11.235481949206667,-11.909322952117162,-12.360084362643288,-12.788348992336433,-13.282310421816343
10,10_18,Focus,18,8,4.5,-11.158936385340784,-11.561663617942681,-12.306214208539316,-12.713128266338645,-13.121012364928578
10,10_19,MW,19,0,0.5,-11.156196858595084,-11.868494497266855,-12.161501104321127,-12.391618147727755,-13.175152349808181
10,10_19,MW,19,1,1.0,-11.020269868840941,-12.003485541558385,-12.389967480816717,-12.537039203901566,-13.217448665670963
10,10_19,MW,19,2,1.5,-11.222851070744532,-11.64255930384663,-12.048809181155761,-12.372754331677207,-13.174781208647026
10,10_19,MW,19,3,2.0,-11.230192548529796,-11.782007997101475,-11.504480472239974,-12.357178045576093,-13.16988947678343
10,10_19,MW,19,4,2.5,-10.971765388970823,-11.66265614444639,-12.06142343514838,-12.476158891635466,-13.068852006412492
10,10_19,MW,19,5,3.0,-11.187914116839426,-11.905301618925236,-12.178236305405498,-12.738213720386023,-13.219790468519586
10,10_19,MW,19,6,3.5,-11.08067142649341,-11.79245614462749,-12.10601462489813,-12.679376340974855,-13.195447810594189
10,10_19,MW,19,7,4.0,-11.130230483542995,-12.10690581305986,-12.302272488958172,-12.700336219072087,-13.265021889608247
10,10_20,Focus,20,0,0.5,-11.122240339229405,-11.990124800184185,-11.76861489373906,-12.60391811692878,-13.292554319917652
10,10_20,Focus,20,1,1.0,-11.025045494067301,-11.877649103341735,-12.040091886887446,-12.45078158352779,-13.232885050547669
10,10_20,Focus,20,2,1.5,-11.333636643258561,-11.989441435733664,-12.284400864979727,-12.51371603079091,-13.284115678064698
10,10_20,Focus,20,3,2.0,-11.13154560365291,-11.773515420687097,-11.632677939663445,-12.421508971339584,-13.336667841778171
10,10_20,Focus,20,4,2.5,-10.927361590593533,-11.811507578370806,-11.866499371879554,-12.551115533741626,-13.321071015675898
10,10_20,Focus,20,5,3.0,-11.200804100319967,-11.751311434354584,-11.816619034866537,-12.601270328993039,-13.225319531803667
10,10_20,Focus,20,6,3.5,-11.102405388843396,-11.660713938161622,-11.136370468737036,-12.334376797639305,-13.234968871111619
10,10_20,Focus,20,7,4.0,-11.355138172259952,-11.777954872260793,-11.505683211277516,-12.497284654983268,-13.246821426328996
10,10_20,Focus,20,8,4.5,-11.04223044082225,-11.965075198829826,-12.205425881637504,-12.411049130440201,-13.153706159850241
10,10_21,Focus,21,0,0.5,-11.104105508603498,-11.966310317369942,-12.070657416202174,-12.559192162120501,-13.000723236635872
10,10_21,Focus,21,1,1.0,-10.923405431713142,-11.737964278161828,-11.302019062090915,-12.28607397630121,-13.174230830510174
10,10_21,Focus,21,2,1.5,-11.168325414132555,-11.401472023977142,-11.5457786782336,-12.430975440665808,-13.046898498635366
10,10_21,Focus,21,3,2.0,-11.161531626606244,-11.822536742338169,-12.221212004575998,-12.60320485915583,-13.1855894479682
10,10_21,Focus,21,4,2.5,-11.213014978538293,-11.891384915069333,-11.529463385043472,-12.445493646618328,-13.1419526427395
10,10_21,Focus,21,5,3.0,-11.043018526652338,-11.90281870125742,-11.983334422125195,-12.591085697976437,-13.176448885462012
10,10_21,Focus,21,6,3.5,-11.398804604968804,-12.081177359664819,-12.259569873664447,-12.676334941483189,-13.16438236023384
10,10_21,Focus,21,7,4.0,-11.387242463206656,-11.885627055447289,-12.129845801214227,-12.700188473142513,-13.230836458461924
10,10_21,Focus,21,8,4.5,-11.155886799709032,-11.72628777436571,-11.73455656244474,-12.644280528951523,-13.106713100537654
10,10_22,Focus,22,0,0.5,-11.04888885981921,-11.640639219911144,-11.785496228226162,-12.307743794402128,-12.652386344065318
10,10_22,Focus,22,1,1.0,-11.25231989258746,-11.802097437469541,-11.919390766032965,-12.61687387556448,-13.26715916981853
10,10_22,Focus,22,2,1.5,-10.897015645800337,-11.653933371534588,-12.053537455245406,-12.72343246459475,-13.32421559087982
10,10_22,Focus,22,3,2.0,-10.667205865167988,-11.787999113237937,-12.397457361098164,-12.774953370230538,-13.086943347626514
10,10_22,Focus,22,4,2.5,-11.122373405288265,-11.892223429934027,-12.125077419846441,-12.679083474402814,-13.276179693204844
10,10_22,Focus,22,5,3.0,-11.174681575445408,-11.859458306852943,-11.823884253895923,-12.436846888730322,-13.341264469364551
10,10_22,Focus,22,6,3.5,-11.261994655414467,-11.66221314963196,-12.154826318337335,-12.56404570194835,-13.285189365535318
10,10_22,Focus,22,7,4.0,-11.06445209729472,-12.131784398386513,-12.291830548000727,-12.703538791801781,-13.190894447942728
10,10_22,Focus,22,8,4.5,-11.18825862218959,-12.008334919177882,-12.407267226039188,-12.567394494062816,-13.26893979684523
10,10_23,Focus,23,0,0.5,-11.096028320646829,-11.816569791955084,-11.872797334202767,-12.696710617513489,-13.186913459403334
10,10_23,Focus,23,1,1.0,-11.197463232082544,-11.819384919612528,-12.111574698842286,-12.654636229127044,-13.177577234989238
10,10_23,Focus,23,2,1.5,-11.171589742513975,-11.799832578789257,-12.033946481715587,-12.566738897701967,-13.210832489433301
10,10_23,Focus,23,3,2.0,-11.077590319254112,-11.857473438373448,-11.962407136344753,-12.622263956125808,-13.252759242420193
10,10_23,Focus,23,4,2.5,-11.099529653337576,-11.88543948626925,-12.0327644432784,-12.75065466128564,-13.16544292696845
10,10_23,Focus,23,5,3.0,-11.229511068503154,-11.944252012979652,-12.070481280734862,-12.653769879451206,-13.240127810426193
10,10_23,Focus,23,6,3.5,-11.148405313175667,-11.875282668000077,-11.787174817141345,-12.718591841446035,-13.328269816145761
10,10_23,Focus,23,7,4.0,-11.025728319867465,-11.801143212857555,-11.779907226860676,-12.620917648562983,-13.222758314396215
10,10_23,Focus,23,8,4.5,-11.299156593694827,-11.801106742804508,-12.025171861752431,-12.584704627722667,-13.266898823258064
10,10_24,Focus,24,0,0.5,-10.996910479075618,-11.984570563028146,-12.48415061490818,-12.734350158249061,-13.400025905334656
10,10_24,Focus,24,1,1.0,-11.265882291756384,-11.723643373046809,-12.247660173401782,-12.800380176942651,-13.198348787630199
10,10_24,Focus,24,2,1.5,-11.173783206531336,-11.700632120982075,-12.06484564011961,-12.700435773411796,-13.303536547549102
10,10_24,Focus,24,3,2.0,-11.277130957562768,-11.869198710620564,-12.269433384114503,-12.655603804416822,-13.265277912806017
10,10_24,Focus,24,4,2.5,-11.081957955200638,-11.824899049464113,-11.943206598775218,-12.406137398670314,-13.200938093467817
10,10_24,Focus,24,5,3.0,-11.01546561142021,-11.541717712218944,-11.702929931178405,-12.526276473872125,-13.281343321256017
10,10_24,Focus,24,6,3.5,-11.256833880546171,-11.881364226162871,-11.806908031585591,-12.657584770297591,-13.084726408737621
10,10_24,Focus,24,7,4.0,-11.20958003828274,-11.973965884172305,-12.45989433734019,-12.804535193876179,-13.150185672992045
