Subject,Session,Epoch_ID,Epoch_Index,State,Channel,Theta_RP,Alpha_RP,Beta_RP
10,1,10_ses-1_MW_epoch_0003,3,F,FP1,0.12022345405051657,0.11057351760051436,0.14609340845476682
10,1,10_ses-1_MW_epoch_0003,3,F,FP2,0.09143264009674276,0.043539914663352074,0.16598432886955675
10,1,10_ses-1_MW_epoch_0003,3,F,F7,0.14851489435118004,0.08926847732708038,0.1530098943075411
10,1,10_ses-1_MW_epoch_0003,3,F,F3,0.24228010864517807,0.16495159009553678,0.14591661057040042
10,1,10_ses-1_MW_epoch_0003,3,F,Fz,0.17274687735165878,0.16186910060636459,0.18357253768433565
10,1,10_ses-1_MW_epoch_0003,3,F,F4,0.11352419601934705,0.06424012446591028,0.10794178292771045
10,1,10_ses-1_MW_epoch_0003,3,F,F8,0.0775998119084064,0.03264911252898681,0.16979587964822954
10,1,10_ses-1_MW_epoch_0003,3,F,T3,0.10956025948849392,0.21159868858820458,0.13396983522548964
10,1,10_ses-1_MW_epoch_0003,3,F,C3,0.14364833662255477,0.3413029000098429,0.21199003661241436
10,1,10_ses-1_MW_epoch_0003,3,F,Cz,0.10741348552553343,0.10822051988608736,0.15765089980400715
10,1,10_ses-1_MW_epoch_0003,3,F,C4,0.11138034457471865,0.05426036480622322,0.05949417211483006
10,1,10_ses-1_MW_epoch_0003,3,F,T4,0.053361750603873236,0.1378747884066643,0.07144409071693372
10,1,10_ses-1_MW_epoch_0003,3,F,T5,0.0832423290009147,0.06010062630190017,0.06250465726872029
10,1,10_ses-1_MW_epoch_0003,3,F,P3,0.04964654803983576,0.14770631096413325,0.1288301256827629
10,1,10_ses-1_MW_epoch_0003,3,F,Pz,0.11386614988607494,0.14869814430360204,0.24398642346664687
10,1,10_ses-1_MW_epoch_0003,3,F,P4,0.09904784091628036,0.03186096550110174,0.041538133534464526
10,1,10_ses-1_MW_epoch_0003,3,F,T6,0.2201466302067752,0.12861216502531767,0.1380977714341215
10,1,10_ses-1_MW_epoch_0003,3,F,O1,0.1939185707466429,0.1585828036853738,0.09982587567509739
10,1,10_ses-1_MW_epoch_0003,3,F,O2,0.13878554243428853,0.06692728290702214,0.06592505748937216
10,1,10_ses-1_MW_epoch_0004,4,MW,FP1,0.15055600676501166,0.11108941454911671,0.27556054762520366
10,1,10_ses-1_MW_epoch_0004,4,MW,FP2,0.19057446238379155,0.0716816543001383,0.2470606212389035
10,1,10_ses-1_MW_epoch_0004,4,MW,F7,0.16993566488684098,0.12024756612451953,0.2399598703784822
10,1,10_ses-1_MW_epoch_0004,4,MW,F3,0.07111783901869118,0.15124287610784617,0.13487960146555436
10,1,10_ses-1_MW_epoch_0004,4,MW,Fz,0.1316601636106521,0.07190933219453384,0.10390315118429432
10,1,10_ses-1_MW_epoch_0004,4,MW,F4,0.14461584187066454,0.11708891333521168,0.16460222354674853
10,1,10_ses-1_MW_epoch_0004,4,MW,F8,0.20602629860613053,0.05932917911091157,0.11265821975511978
10,1,10_ses-1_MW_epoch_0004,4,MW,T3,0.2025612771976477,0.16314058734607234,0.08159367569995679
10,1,10_ses-1_MW_epoch_0004,4,MW,C3,0.1514260549376759,0.26888095775466614,0.09216423836212498
10,1,10_ses-1_MW_epoch_0004,4,MW,Cz,0.11454885676005361,0.15620227586252405,0.20086806207501112
10,1,10_ses-1_MW_epoch_0004,4,MW,C4,0.225802140594635,0.053813736927245705,0.0685687846387986
10,1,10_ses-1_MW_epoch_0004,4,MW,T4,0.20568222526771576,0.09651848318740452,0.0983148595008509
10,1,10_ses-1_MW_epoch_0004,4,MW,T5,0.15089436221577535,0.060009648852480925,0.08937442615322352
10,1,10_ses-1_MW_epoch_0004,4,MW,P3,0.11140976310813497,0.200568990997577,0.23798588167303442
10,1,10_ses-1_MW_epoch_0004,4,MW,Pz,0.11587610668341516,0.11098077506933765,0.14748087775402172
10,1,10_ses-1_MW_epoch_0004,4,MW,P4,0.10915817640563513,0.03970705036100363,0.060508149091110276
10,1,10_ses-1_MW_epoch_0004,4,MW,T6,0.11016720818949598,0.068798027866463,0.1720954659536957
10,1,10_ses-1_MW_epoch_0004,4,MW,O1,0.13301488324111205,0.05101297799734787,0.14716659438272844
10,1,10_ses-1_MW_epoch_0004,4,MW,O2,0.20927161045737494,0.07255668829248953,0.10649760927727847
10,1,10_ses-1_MW_epoch_0005,5,MW,FP1,0.10566570889528747,0.14921073996865233,0.15063023714956916
10,1,10_ses-1_MW_epoch_0005,5,MW,FP2,0.10542496521865843,0.10229546299717614,0.1922580809872579
10,1,10_ses-1_MW_epoch_0005,5,MW,F7,0.14431126643616785,0.14202586566312342,0.09410822709157911
10,1,10_ses-1_MW_epoch_0005,5,MW,F3,0.14817232541457276,0.13442539978030718,0.17368929276449377
10,1,10_ses-1_MW_epoch_0005,5,MW,Fz,0.16914208785745546,0.08818200124609543,0.14841597092090283
10,1,10_ses-1_MW_epoch_0005,5,MW,F4,0.09317962354872625,0.050864803930199445,0.17680632111992584
10,1,10_ses-1_MW_epoch_0005,5,MW,F8,0.06630081593002263,0.06589060110456503,0.17934931876374724
10,1,10_ses-1_MW_epoch_0005,5,MW,T3,0.10302979678021888,0.13856673251817245,0.08386567742711142
10,1,10_ses-1_MW_epoch_0005,5,MW,C3,0.14779775716744162,0.25036805074597146,0.15907709783799145
10,1,10_ses-1_MW_epoch_0005,5,MW,Cz,0.17483455550222027,0.10379617417817695,0.12082542193575561
10,1,10_ses-1_MW_epoch_0005,5,MW,C4,0.142443716391525,0.1223110999539724,0.16209432735780152
10,1,10_ses-1_MW_epoch_0005,5,MW,T4,0.07551957862811845,0.09399897399993294,0.11939951965590116
10,1,10_ses-1_MW_epoch_0005,5,MW,T5,0.11640234254046666,0.08506473200621087,0.10045051997536936
10,1,10_ses-1_MW_epoch_0005,5,MW,P3,0.08158511637101888,0.14028842784866327,0.1572790288794293
10,1,10_ses-1_MW_epoch_0005,5,MW,Pz,0.10864627004376937,0.12550841419412306,0.27638886655612427
10,1,10_ses-1_MW_epoch_0005,5,MW,P4,0.06664042000060558,0.04149984582253467,0.11769596606911073
10,1,10_ses-1_MW_epoch_0005,5,MW,T6,0.08628817955834668,0.04979266305844107,0.1215490475685
10,1,10_ses-1_MW_epoch_0005,5,MW,O1,0.23266937122082437,0.10216433098250557,0.11895402466342407
10,1,10_ses-1_MW_epoch_0005,5,MW,O2,0.0926017575349216,0.05263748483370755,0.09307586517548339
10,1,10_ses-1_MW_epoch_0006,6,F,FP1,0.16878584065398006,0.2962433011370679,0.11704884372858812
10,1,10_ses-1_MW_epoch_0006,6,F,FP2,0.1926336031881914,0.22705224714134023,0.1345206836978626
10,1,10_ses-1_MW_epoch_0006,6,F,F7,0.18890416261051288,0.09464379026990981,0.14512406168893324
10,1,10_ses-1_MW_epoch_0006,6,F,F3,0.13130258581990123,0.1989095671561881,0.20280313399342229
10,1,10_ses-1_MW_epoch_0006,6,F,Fz,0.22700573599012314,0.27504112814384546,0.12804169489516387
10,1,10_ses-1_MW_epoch_0006,6,F,F4,0.10833802496999136,0.16147211359725774,0.16764643993930936
10,1,10_ses-1_MW_epoch_0006,6,F,F8,0.15544783577365465,0.1205040228281117,0.20126352600623051
10,1,10_ses-1_MW_epoch_0006,6,F,T3,0.08323860057880346,0.14389123059813433,0.07283552442924437
10,1,10_ses-1_MW_epoch_0006,6,F,C3,0.1246827601212117,0.1570543260440792,0.0977579551265231
10,1,10_ses-1_MW_epoch_0006,6,F,Cz,0.10748472668533438,0.1758815574563936,0.1007849819437939
10,1,10_ses-1_MW_epoch_0006,6,F,C4,0.058810163720418175,0.17259282565299652,0.07447707865570159
10,1,10_ses-1_MW_epoch_0006,6,F,T4,0.13683519818763795,0.24701771251408366,0.16873755856448988
10,1,10_ses-1_MW_epoch_0006,6,F,T5,0.15749708711105162,0.1418437994186658,0.10652392927912106
10,1,10_ses-1_MW_epoch_0006,6,F,P3,0.09719031320210472,0.23375258287082062,0.1427876154473612
10,1,10_ses-1_MW_epoch_0006,6,F,Pz,0.09507397468732227,0.3218321181873725,0.09271212099042425
10,1,10_ses-1_MW_epoch_0006,6,F,P4,0.04832311446360531,0.20785378671304527,0.03964640791869266
10,1,10_ses-1_MW_epoch_0006,6,F,T6,0.10257012647253726,0.0917770721127989,0.04426457843258709
10,1,10_ses-1_MW_epoch_0006,6,F,O1,0.23008378494238,0.06232677524659003,0.09218151964641276
10,1,10_ses-1_MW_epoch_0006,6,F,O2,0.2288167475338782,0.09114357352374311,0.08311411890495735
10,1,10_ses-1_MW_epoch_0007,7,F,FP1,0.156097790271736,0.14182340987648986,0.16571320862773953
10,1,10_ses-1_MW_epoch_0007,7,F,FP2,0.30795001258797466,0.18654542892822923,0.19329844771556257
10,1,10_ses-1_MW_epoch_0007,7,F,F7,0.14596840354552598,0.03745192034855599,0.07701513776479113
10,1,10_ses-1_MW_epoch_0007,7,F,F3,0.11453713181253347,0.08917917129539535,0.08170446451298395
10,1,10_ses-1_MW_epoch_0007,7,F,Fz,0.032961494702958345,0.06500097201075258,0.06342176509828308
10,1,10_ses-1_MW_epoch_0007,7,F,F4,0.08063455046824132,0.0545694755124218,0.10088395044969752
10,1,10_ses-1_MW_epoch_0007,7,F,F8,0.2596959958047831,0.058303101172583416,0.09612493095000127
10,1,10_ses-1_MW_epoch_0007,7,F,T3,0.1463163974458161,0.08080111196664433,0.06164218784127764
10,1,10_ses-1_MW_epoch_0007,7,F,C3,0.10939550826787713,0.14781460120878576,0.05009186230766556
10,1,10_ses-1_MW_epoch_0007,7,F,Cz,0.14746378253779702,0.09531476404976556,0.1176281116695928
10,1,10_ses-1_MW_epoch_0007,7,F,C4,0.07677506136539751,0.03958508575787286,0.06361662137660891
10,1,10_ses-1_MW_epoch_0007,7,F,T4,0.09987293614248918,0.019202559389903156,0.04760495091121308
10,1,10_ses-1_MW_epoch_0007,7,F,T5,0.2179436807738336,0.07574184628402028,0.15129768660940593
10,1,10_ses-1_MW_epoch_0007,7,F,P3,0.13264286732610311,0.09351222490655571,0.10056399556922055
10,1,10_ses-1_MW_epoch_0007,7,F,Pz,0.10896923879339758,0.10319165572977049,0.15105885700871047
10,1,10_ses-1_MW_epoch_0007,7,F,P4,0.240264216037266,0.07699263931138715,0.13027051462594527
10,1,10_ses-1_MW_epoch_0007,7,F,T6,0.06520650292265522,0.033912629529745865,0.04486708993761782
10,1,10_ses-1_MW_epoch_0007,7,F,O1,0.19668052064214214,0.07337851957887491,0.08767843186231435
10,1,10_ses-1_MW_epoch_0007,7,F,O2,0.19141492986084246,0.06857878305185493,0.06762115257260702
10,1,10_ses-1_MW_epoch_0008,8,F,FP1,0.185416066901003,0.310062046214955,0.12135988388227575
10,1,10_ses-1_MW_epoch_0008,8,F,FP2,0.17247222183346667,0.24639483639541365,0.0718385604155284
10,1,10_ses-1_MW_epoch_0008,8,F,F7,0.21890498289721133,0.1495251531110039,0.1310544971788154
10,1,10_ses-1_MW_epoch_0008,8,F,F3,0.2106047633565408,0.1253838452012809,0.12523644154519217
10,1,10_ses-1_MW_epoch_0008,8,F,Fz,0.15234678874708407,0.07267255063694322,0.07392319647301479
10,1,10_ses-1_MW_epoch_0008,8,F,F4,0.0524949244541129,0.0697418672878859,0.08532074821688664
10,1,10_ses-1_MW_epoch_0008,8,F,F8,0.13554094329397554,0.13609249404420926,0.13780889217153383
10,1,10_ses-1_MW_epoch_0008,8,F,T3,0.13452955424557975,0.1930697021259009,0.11077157244854716
10,1,10_ses-1_MW_epoch_0008,8,F,C3,0.08507428550315603,0.2184527259007467,0.12411325310004816
10,1,10_ses-1_MW_epoch_0008,8,F,Cz,0.15837455995171967,0.10092764696825081,0.16747045475698646
10,1,10_ses-1_MW_epoch_0008,8,F,C4,0.10601862521463432,0.09363928684852509,0.08876571957930009
10,1,10_ses-1_MW_epoch_0008,8,F,T4,0.12610368383973591,0.10180914332029137,0.11634453266652162
10,1,10_ses-1_MW_epoch_0008,8,F,T5,0.28816879888310726,0.11621974186708307,0.1034081760545823
10,1,10_ses-1_MW_epoch_0008,8,F,P3,0.138049713643838,0.2671330163229057,0.1179229630248563
10,1,10_ses-1_MW_epoch_0008,8,F,Pz,0.1893744146502353,0.22397953847850624,0.15236157754124627
10,1,10_ses-1_MW_epoch_0008,8,F,P4,0.09211098413843437,0.11829682179947802,0.07738323763822201
10,1,10_ses-1_MW_epoch_0008,8,F,T6,0.08681561291450908,0.05982246478016714,0.0667140244913057
10,1,10_ses-1_MW_epoch_0008,8,F,O1,0.12733794337982293,0.14170772591500866,0.1633061309523293
10,1,10_ses-1_MW_epoch_0008,8,F,O2,0.1992316261468907,0.08648921172871045,0.08557942792518067
10,1,10_ses-1_MW_epoch_0009,9,F,FP1,0.19385742043013676,0.3376726638747741,0.10945038826534757
10,1,10_ses-1_MW_epoch_0009,9,F,FP2,0.18874845447684513,0.3724025280216633,0.0895925843992439
10,1,10_ses-1_MW_epoch_0009,9,F,F7,0.09375248311119735,0.08659657934220656,0.17148464869432803
10,1,10_ses-1_MW_epoch_0009,9,F,F3,0.5437183473672749,0.10880398660275287,0.08541299731883324
10,1,10_ses-1_MW_epoch_0009,9,F,Fz,0.5454619621949528,0.06244494486924064,0.030181463948520386
10,1,10_ses-1_MW_epoch_0009,9,F,F4,0.27944148495473936,0.07100210261639457,0.057301901478998045
10,1,10_ses-1_MW_epoch_0009,9,F,F8,0.2532173118698808,0.39625986170474514,0.08666485114499327
10,1,10_ses-1_MW_epoch_0009,9,F,T3,0.23182994216415811,0.2606011767271191,0.15986883943127933
10,1,10_ses-1_MW_epoch_0009,9,F,C3,0.15905562378921104,0.3011719344380574,0.14199685747035287
10,1,10_ses-1_MW_epoch_0009,9,F,Cz,0.3377662676385552,0.23018512019989287,0.07748167295953774
10,1,10_ses-1_MW_epoch_0009,9,F,C4,0.08958034875031176,0.1197452437633545,0.07117756904585545
10,1,10_ses-1_MW_epoch_0009,9,F,T4,0.2959386120992262,0.12263815710590005,0.07400368040709085
10,1,10_ses-1_MW_epoch_0009,9,F,T5,0.3352515009986611,0.16831216538582988,0.06928242997861617
10,1,10_ses-1_MW_epoch_0009,9,F,P3,0.1665584238970073,0.38615875567878805,0.0737231631113612
10,1,10_ses-1_MW_epoch_0009,9,F,Pz,0.23107150829342174,0.2051849626297887,0.0955027050851674
10,1,10_ses-1_MW_epoch_0009,9,F,P4,0.21529298336200212,0.18089244606865548,0.0766535046510405
10,1,10_ses-1_MW_epoch_0009,9,F,T6,0.27350342533703254,0.12274163284939067,0.09878475113430699
10,1,10_ses-1_MW_epoch_0009,9,F,O1,0.38415315081640544,0.20639711399096017,0.12179951562387623
10,1,10_ses-1_MW_epoch_0009,9,F,O2,0.24630617707352837,0.0741411388962597,0.07315702009210598
10,1,10_ses-1_MW_epoch_0010,10,F,FP1,0.1510284695948699,0.09226490110942095,0.09547210022175891
10,1,10_ses-1_MW_epoch_0010,10,F,FP2,0.17674165474568407,0.06914754659545251,0.09487624015113134
10,1,10_ses-1_MW_epoch_0010,10,F,F7,0.20450682809489204,0.11176852820949623,0.10983638121537498
10,1,10_ses-1_MW_epoch_0010,10,F,F3,0.08258122279215557,0.045965225894831124,0.07648213957855722
10,1,10_ses-1_MW_epoch_0010,10,F,Fz,0.12651861542565795,0.04779269261743976,0.06638789364852765
10,1,10_ses-1_MW_epoch_0010,10,F,F4,0.14376470674660255,0.03523554225941008,0.07898806373465275
10,1,10_ses-1_MW_epoch_0010,10,F,F8,0.11040743763361044,0.04962210112964271,0.08675960379236594
10,1,10_ses-1_MW_epoch_0010,10,F,T3,0.13460261058968276,0.0220481964522247,0.04068055164026837
10,1,10_ses-1_MW_epoch_0010,10,F,C3,0.11868797541453366,0.048910214443808164,0.03682850309974821
10,1,10_ses-1_MW_epoch_0010,10,F,Cz,0.10926751358988457,0.0954392443728913,0.1277172451945567
10,1,10_ses-1_MW_epoch_0010,10,F,C4,0.11347804039176092,0.016262505028046093,0.04068772918596373
10,1,10_ses-1_MW_epoch_0010,10,F,T4,0.09014830938323223,0.04002073683924907,0.05134046199508378
10,1,10_ses-1_MW_epoch_0010,10,F,T5,0.10808765630757823,0.03798943660463803,0.046026059864432166
10,1,10_ses-1_MW_epoch_0010,10,F,P3,0.15756962622817983,0.08839860871884693,0.14954421817265903
10,1,10_ses-1_MW_epoch_0010,10,F,Pz,0.14438482350335383,0.18919018298926465,0.10054729662259117
10,1,10_ses-1_MW_epoch_0010,10,F,P4,0.0720664822877039,0.027093841416540795,0.03946621890030447
10,1,10_ses-1_MW_epoch_0010,10,F,T6,0.12965303082058866,0.06801284500818891,0.06440447982461384
10,1,10_ses-1_MW_epoch_0010,10,F,O1,0.10329475935184093,0.06836778789013162,0.04218048695111699
10,1,10_ses-1_MW_epoch_0010,10,F,O2,0.06832212097745118,0.03741160987069949,0.03307958294676868
10,1,10_ses-1_MW_epoch_0011,11,F,FP1,0.24991159961151924,0.22811964601144,0.07003234852760395
10,1,10_ses-1_MW_epoch_0011,11,F,FP2,0.25298140497986416,0.17949700582222627,0.06440681224222163
10,1,10_ses-1_MW_epoch_0011,11,F,F7,0.1581206398316108,0.08577366675097342,0.08025559855703393
10,1,10_ses-1_MW_epoch_0011,11,F,F3,0.17276575817913226,0.17927189095656743,0.13264787514819787
10,1,10_ses-1_MW_epoch_0011,11,F,Fz,0.1647037494980225,0.06871375957566433,0.048669138442480595
10,1,10_ses-1_MW_epoch_0011,11,F,F4,0.0985568558365722,0.05453514438728284,0.04889693936282662
10,1,10_ses-1_MW_epoch_0011,11,F,F8,0.09087841731477936,0.05769412315011746,0.0486828558433163
10,1,10_ses-1_MW_epoch_0011,11,F,T3,0.14699220410650757,0.06541028712765913,0.08103806251788928
10,1,10_ses-1_MW_epoch_0011,11,F,C3,0.1459089276611848,0.08468870474872232,0.08196980519872762
10,1,10_ses-1_MW_epoch_0011,11,F,Cz,0.14397492859618888,0.08494418789039274,0.0817523444496096
10,1,10_ses-1_MW_epoch_0011,11,F,C4,0.11476264443886904,0.08212397554422039,0.07483537923421976
10,1,10_ses-1_MW_epoch_0011,11,F,T4,0.10974193187690268,0.08461610529734634,0.09504001621948029
10,1,10_ses-1_MW_epoch_0011,11,F,T5,0.1619593931390043,0.0918640389417806,0.057688321182729395
10,1,10_ses-1_MW_epoch_0011,11,F,P3,0.17474205234836646,0.09815787564874025,0.10874506941036137
10,1,10_ses-1_MW_epoch_0011,11,F,Pz,0.12060872659325705,0.21721378631806196,0.15322698848112767
10,1,10_ses-1_MW_epoch_0011,11,F,P4,0.23312907315040296,0.1257488946170016,0.08077504183028425
10,1,10_ses-1_MW_epoch_0011,11,F,T6,0.23937742798264516,0.10088489145109793,0.13163557827691796
10,1,10_ses-1_MW_epoch_0011,11,F,O1,0.1652990078253215,0.08018124707534342,0.07227387219886607
10,1,10_ses-1_MW_epoch_0011,11,F,O2,0.18303485734479458,0.07259819319581291,0.05159642249014191
10,1,10_ses-1_MW_epoch_0012,12,F,FP1,0.14010546882593183,0.07744572187174771,0.12184016097230634
10,1,10_ses-1_MW_epoch_0012,12,F,FP2,0.13713258141736864,0.04616260612707913,0.12008689613014971
10,1,10_ses-1_MW_epoch_0012,12,F,F7,0.09379992738553755,0.12205305055441887,0.3169352157016586
10,1,10_ses-1_MW_epoch_0012,12,F,F3,0.1115978165671125,0.11179003704320302,0.08838120681411626
10,1,10_ses-1_MW_epoch_0012,12,F,Fz,0.13878539504501594,0.09646270063695198,0.08603814272605481
10,1,10_ses-1_MW_epoch_0012,12,F,F4,0.22383072842410265,0.10229071474176131,0.16407299237168346
10,1,10_ses-1_MW_epoch_0012,12,F,F8,0.17575264130158233,0.11005061257835345,0.19071409122164662
10,1,10_ses-1_MW_epoch_0012,12,F,T3,0.10721540087213051,0.138997639604226,0.07778713776489818
10,1,10_ses-1_MW_epoch_0012,12,F,C3,0.11343183353462195,0.2868925166559326,0.1237886207518637
10,1,10_ses-1_MW_epoch_0012,12,F,Cz,0.10434140427317354,0.09658275760712853,0.09512199319567176
10,1,10_ses-1_MW_epoch_0012,12,F,C4,0.23441499806974345,0.07214643698104033,0.157950190840123
10,1,10_ses-1_MW_epoch_0012,12,F,T4,0.13025053993810728,0.15700908828467222,0.10408292806184667
10,1,10_ses-1_MW_epoch_0012,12,F,T5,0.14898708482674336,0.07675018615056124,0.10224653488377212
10,1,10_ses-1_MW_epoch_0012,12,F,P3,0.15417616744110643,0.2138051051089685,0.10948724934866262
10,1,10_ses-1_MW_epoch_0012,12,F,Pz,0.17263302731721414,0.1582667887303516,0.1571252380276846
10,1,10_ses-1_MW_epoch_0012,12,F,P4,0.2629087997263511,0.06799604639852937,0.14878891118976456
10,1,10_ses-1_MW_epoch_0012,12,F,T6,0.13334846211483578,0.0493281075896302,0.06968788150677234
10,1,10_ses-1_MW_epoch_0012,12,F,O1,0.0900782937364527,0.053040849468205906,0.11646721827656614
10,1,10_ses-1_MW_epoch_0012,12,F,O2,0.19512894987687493,0.08351013163648505,0.08068640686286768
10,1,10_ses-1_MW_epoch_0013,13,F,FP1,0.18416894367322567,0.18348164110439527,0.1585922632981514
10,1,10_ses-1_MW_epoch_0013,13,F,FP2,0.10691631016458117,0.1389903822368718,0.11853630427878006
10,1,10_ses-1_MW_epoch_0013,13,F,F7,0.11157898396443712,0.04059584234429936,0.08544623176711016
